"iso2c","country","year","life_expectancy","mortality_infant","mortality_adult_f","mortality_adult_m","mortality_under_5","malaria_deaths","cvd_cancer_diabetes_crd_death_perc","aids_hiv_deaths","gdp","population","dom_gvt_health_exp","gvt_health_exp","iso3c","region","capital","longitude","latitude","income","lending"
"KN","St. Kitts and Nevis",2012,NA,NA,NA,NA,NA,NA,NA,NA,800414814.814815,49881,325.03634644,NA,"KNA","Latin America & Caribbean","Basseterre","-62.7309","17.3","High income","IBRD"
"KN","St. Kitts and Nevis",2000,NA,NA,148,243,NA,NA,NA,NA,421695769.843918,44083,192.23730469,NA,"KNA","Latin America & Caribbean","Basseterre","-62.7309","17.3","High income","IBRD"
"KR","Korea, Rep.",2010,80.1170731707317,NA,42.825,104.285,NA,NA,10.6,NA,1144066965324.49,49554112,810.92150879,NA,"KOR","East Asia & Pacific","Seoul","126.957","37.5323","High income","Not classified"
"KR","Korea, Rep.",2004,77.6658536585366,NA,51.924,132.049,NA,NA,14.3,NA,793175007858.066,48082519,407.17483521,NA,"KOR","East Asia & Pacific","Seoul","126.957","37.5323","High income","Not classified"
"KR","Korea, Rep.",2006,78.6682926829268,NA,48.643,120.582,NA,NA,12.7,NA,1053216909887.56,48438292,628.53533936,NA,"KOR","East Asia & Pacific","Seoul","126.957","37.5323","High income","Not classified"
"KR","Korea, Rep.",2005,78.1682926829268,NA,50.283,126.315,NA,NA,13.5,NA,934901071332.984,48184561,505.72546387,NA,"KOR","East Asia & Pacific","Seoul","126.957","37.5323","High income","Not classified"
"KR","Korea, Rep.",2001,76.4121951219512,NA,58.265,151.62,NA,NA,15.8,NA,547658231279.87,47370164,284.3104248,NA,"KOR","East Asia & Pacific","Seoul","126.957","37.5323","High income","Not classified"
"KR","Korea, Rep.",2011,80.5682926829269,NA,41.432,100.764,NA,NA,10,NA,1253223044718.99,49936638,885.75933838,NA,"KOR","East Asia & Pacific","Seoul","126.957","37.5323","High income","Not classified"
"KR","Korea, Rep.",2003,77.2146341463415,NA,53.564,137.783,NA,NA,14.9,NA,702717332012.991,47892330,360.81097412,NA,"KOR","East Asia & Pacific","Seoul","126.957","37.5323","High income","Not classified"
"KR","Korea, Rep.",2014,81.7219512195122,NA,37.192,90.551,NA,NA,8.7,NA,1484318219633.63,50746659,1088.5501709,NA,"KOR","East Asia & Pacific","Seoul","126.957","37.5323","High income","Not classified"
"KR","Korea, Rep.",2015,82.0243902439024,NA,35.768,87.205,NA,NA,8.4,NA,1465773245547.15,51014947,1100.47521973,NA,"KOR","East Asia & Pacific","Seoul","126.957","37.5323","High income","Not classified"
"KR","Korea, Rep.",2012,80.819512195122,NA,40.039,97.242,NA,NA,9.5,NA,1278427634342.59,50199853,903.12640381,NA,"KOR","East Asia & Pacific","Seoul","126.957","37.5323","High income","Not classified"
"KR","Korea, Rep.",2002,76.7658536585366,NA,55.204,143.517,NA,NA,15.5,NA,627246081417.004,47644736,307.54241943,NA,"KOR","East Asia & Pacific","Seoul","126.957","37.5323","High income","Not classified"
"KR","Korea, Rep.",2007,79.119512195122,NA,47.003,114.848,NA,NA,12.2,NA,1172614086539.86,48683638,720.98822021,NA,"KOR","East Asia & Pacific","Seoul","126.957","37.5323","High income","Not classified"
"KR","Korea, Rep.",2009,79.9682926829268,NA,44.218,107.806,NA,NA,11,NA,943941876218.743,49307835,654.55157471,NA,"KOR","East Asia & Pacific","Seoul","126.957","37.5323","High income","Not classified"
"KR","Korea, Rep.",2008,79.5170731707317,NA,45.61,111.327,NA,NA,11.6,NA,1047339010225.25,49054708,658.12548828,NA,"KOR","East Asia & Pacific","Seoul","126.957","37.5323","High income","Not classified"
"KR","Korea, Rep.",2000,75.909756097561,NA,61.326,159.723,NA,NA,16.5,NA,576178114168.494,47008111,238.54588318,NA,"KOR","East Asia & Pacific","Seoul","126.957","37.5323","High income","Not classified"
"KR","Korea, Rep.",2013,81.2707317073171,NA,38.616,93.897,NA,NA,9,NA,1370795199976.18,50428893,983.90563965,NA,"KOR","East Asia & Pacific","Seoul","126.957","37.5323","High income","Not classified"
"KW","Kuwait",2014,75.019,NA,45.14,73.465,NA,NA,11.3,NA,162631412508.784,3690939,1211.05883789,NA,"KWT","Middle East & North Africa","Kuwait City","47.9824","29.3721","High income","Not classified"
"KW","Kuwait",2015,75.13,NA,44.013,72.26,NA,NA,11.4,NA,114567298105.683,3835588,1008.71331787,NA,"KWT","Middle East & North Africa","Kuwait City","47.9824","29.3721","High income","Not classified"
"KW","Kuwait",2005,73.538,NA,63.765,100.034,NA,NA,15.7,NA,80798630136.9863,2270196,675.82061768,NA,"KWT","Middle East & North Africa","Kuwait City","47.9824","29.3721","High income","Not classified"
"KW","Kuwait",2000,73.142,NA,70.699,107.57,NA,NA,17.3,NA,37712842242.5033,2045123,352.27841187,NA,"KWT","Middle East & North Africa","Kuwait City","47.9824","29.3721","High income","Not classified"
"KW","Kuwait",2012,74.728,NA,47.392,75.873,NA,NA,11.8,NA,174070382279.385,3348852,1137.1114502,NA,"KWT","Middle East & North Africa","Kuwait City","47.9824","29.3721","High income","Not classified"
"KW","Kuwait",2004,73.439,NA,65.296,102.087,NA,NA,15.9,NA,59439090600.6108,2200498,593.69146729,NA,"KWT","Middle East & North Africa","Kuwait City","47.9824","29.3721","High income","Not classified"
"KW","Kuwait",2001,73.21,NA,69.529,106.882,NA,NA,15.3,NA,34887512226.9319,2103273,486.79299927,NA,"KWT","Middle East & North Africa","Kuwait City","47.9824","29.3721","High income","Not classified"
"KW","Kuwait",2002,73.28,NA,68.359,106.193,NA,NA,16.4,NA,38137545245.1464,2136991,508.1114502,NA,"KWT","Middle East & North Africa","Kuwait City","47.9824","29.3721","High income","Not classified"
"KW","Kuwait",2007,73.807,NA,60.702,95.927,NA,NA,15.2,NA,114639690358.902,2504026,768.60693359,NA,"KWT","Middle East & North Africa","Kuwait City","47.9824","29.3721","High income","Not classified"
"KW","Kuwait",2013,74.885,NA,46.266,74.669,NA,NA,11.5,NA,174161142454.161,3526382,1079.95349121,NA,"KWT","Middle East & North Africa","Kuwait City","47.9824","29.3721","High income","Not classified"
"KW","Kuwait",2011,74.55,NA,50.054,79.884,NA,NA,12,NA,154068115942.029,3168054,1096.85510254,NA,"KWT","Middle East & North Africa","Kuwait City","47.9824","29.3721","High income","Not classified"
"KW","Kuwait",2008,73.976,NA,58.04,91.916,NA,NA,16.2,NA,147395089285.714,2656010,838.92315674,NA,"KWT","Middle East & North Africa","Kuwait City","47.9824","29.3721","High income","Not classified"
"KW","Kuwait",2009,74.162,NA,55.378,87.906,NA,NA,15,NA,105963168867.269,2821041,1266.23498535,NA,"KWT","Middle East & North Africa","Kuwait City","47.9824","29.3721","High income","Not classified"
"KW","Kuwait",2006,73.66,NA,62.233,97.98,NA,NA,15.7,NA,101548931771.192,2373661,781.08764648,NA,"KWT","Middle East & North Africa","Kuwait City","47.9824","29.3721","High income","Not classified"
"KW","Kuwait",2010,74.358,NA,52.716,83.895,NA,NA,13.2,NA,115419399860.433,2991884,900.29821777,NA,"KWT","Middle East & North Africa","Kuwait City","47.9824","29.3721","High income","Not classified"
"KW","Kuwait",2003,73.355,NA,66.828,104.14,NA,NA,15.9,NA,47876510067.1141,2161626,574.36517334,NA,"KWT","Middle East & North Africa","Kuwait City","47.9824","29.3721","High income","Not classified"
"KY","Cayman Islands",2015,NA,NA,NA,NA,NA,NA,NA,NA,4708336733.46934,61721,NA,NA,"CYM","Latin America & Caribbean","George Town","-81.3857","19.3022","High income","Not classified"
"KY","Cayman Islands",2008,NA,NA,NA,NA,NA,NA,NA,NA,4586114124.56498,53835,NA,NA,"CYM","Latin America & Caribbean","George Town","-81.3857","19.3022","High income","Not classified"
"KY","Cayman Islands",2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,49261,NA,NA,"CYM","Latin America & Caribbean","George Town","-81.3857","19.3022","High income","Not classified"
"KY","Cayman Islands",2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,47899,NA,NA,"CYM","Latin America & Caribbean","George Town","-81.3857","19.3022","High income","Not classified"
"KY","Cayman Islands",2013,NA,NA,NA,NA,NA,NA,NA,NA,4405954638.18553,59933,NA,NA,"CYM","Latin America & Caribbean","George Town","-81.3857","19.3022","High income","Not classified"
"KY","Cayman Islands",2012,NA,NA,NA,NA,NA,NA,NA,NA,4291159006.36025,58963,NA,NA,"CYM","Latin America & Caribbean","George Town","-81.3857","19.3022","High income","Not classified"
"KY","Cayman Islands",2014,NA,NA,NA,NA,NA,NA,NA,NA,4563017880.71523,60848,NA,NA,"CYM","Latin America & Caribbean","George Town","-81.3857","19.3022","High income","Not classified"
"KY","Cayman Islands",2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,45347,NA,NA,"CYM","Latin America & Caribbean","George Town","-81.3857","19.3022","High income","Not classified"
"KY","Cayman Islands",2007,NA,NA,NA,NA,NA,NA,NA,NA,4466438857.5543,52280,NA,NA,"CYM","Latin America & Caribbean","George Town","-81.3857","19.3022","High income","Not classified"
"KY","Cayman Islands",2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,46624,NA,NA,"CYM","Latin America & Caribbean","George Town","-81.3857","19.3022","High income","Not classified"
"KY","Cayman Islands",2006,NA,NA,NA,NA,NA,NA,NA,NA,4200439457.5783,50729,NA,NA,"CYM","Latin America & Caribbean","George Town","-81.3857","19.3022","High income","Not classified"
"KY","Cayman Islands",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,42305,NA,NA,"CYM","Latin America & Caribbean","George Town","-81.3857","19.3022","High income","Not classified"
"KY","Cayman Islands",2009,NA,NA,NA,NA,NA,NA,NA,NA,4281868714.74859,55321,NA,NA,"CYM","Latin America & Caribbean","George Town","-81.3857","19.3022","High income","Not classified"
"KY","Cayman Islands",2011,NA,NA,NA,NA,NA,NA,NA,NA,4186223808.95236,57877,NA,NA,"CYM","Latin America & Caribbean","George Town","-81.3857","19.3022","High income","Not classified"
"KY","Cayman Islands",2010,82.190243902439,NA,NA,NA,NA,NA,NA,NA,4156990759.63038,56672,NA,NA,"CYM","Latin America & Caribbean","George Town","-81.3857","19.3022","High income","Not classified"
"KY","Cayman Islands",2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,43934,NA,NA,"CYM","Latin America & Caribbean","George Town","-81.3857","19.3022","High income","Not classified"
"KZ","Kazakhstan",2001,65.76,NA,168.9,406.668,NA,NA,40.2,NA,22152694161.8882,14858335,29.21209526,NA,"KAZ","Europe & Central Asia","Astana","71.4382","51.1879","Upper middle income","IBRD"
"KZ","Kazakhstan",2013,70.62,NA,120.447,289.707,NA,NA,27.3,NA,236634552078.102,17035551,256.70150757,NA,"KAZ","Europe & Central Asia","Astana","71.4382","51.1879","Upper middle income","IBRD"
"KZ","Kazakhstan",2010,68.45,NA,137.893,336,NA,NA,31.4,NA,148047348240.643,16321872,167.97561646,NA,"KAZ","Europe & Central Asia","Astana","71.4382","51.1879","Upper middle income","IBRD"
"KZ","Kazakhstan",2000,65.45,NA,171.174,410.29,NA,NA,41.5,NA,18291994909.0044,14883626,25.98142433,NA,"KAZ","Europe & Central Asia","Astana","71.4382","51.1879","Upper middle income","IBRD"
"KZ","Kazakhstan",2008,67.11,NA,149.086,365.581,NA,NA,33.3,NA,133441612246.798,15776938,190.65132141,NA,"KAZ","Europe & Central Asia","Astana","71.4382","51.1879","Upper middle income","IBRD"
"KZ","Kazakhstan",2009,68.39,NA,143.49,350.791,NA,NA,31.2,NA,115308661142.927,16092822,190.90428162,NA,"KAZ","Europe & Central Asia","Astana","71.4382","51.1879","Upper middle income","IBRD"
"KZ","Kazakhstan",2014,71.44,NA,114.194,272.994,NA,NA,26.3,NA,221415572819.5,17288285,272.9927063,NA,"KAZ","Europe & Central Asia","Astana","71.4382","51.1879","Upper middle income","IBRD"
"KZ","Kazakhstan",2006,66.15,NA,157.071,384.906,NA,NA,36.3,NA,81003884545.4099,15308085,120.52885437,NA,"KAZ","Europe & Central Asia","Astana","71.4382","51.1879","Upper middle income","IBRD"
"KZ","Kazakhstan",2007,66.34,NA,154.683,380.371,NA,NA,35.6,NA,104849886825.584,15484192,119.62582397,NA,"KAZ","Europe & Central Asia","Astana","71.4382","51.1879","Upper middle income","IBRD"
"KZ","Kazakhstan",2004,66.06,NA,161.849,393.976,NA,NA,37.9,NA,43151647002.6096,15012984,65.64842224,NA,"KAZ","Europe & Central Asia","Astana","71.4382","51.1879","Upper middle income","IBRD"
"KZ","Kazakhstan",2005,65.86,NA,159.46,389.441,NA,NA,37.6,NA,57123671733.8952,15147029,93.92126465,NA,"KAZ","Europe & Central Asia","Astana","71.4382","51.1879","Upper middle income","IBRD"
"KZ","Kazakhstan",2012,69.52,NA,126.7,306.42,NA,NA,29.2,NA,207998568865.789,16792090,257.01177979,NA,"KAZ","Europe & Central Asia","Astana","71.4382","51.1879","Upper middle income","IBRD"
"KZ","Kazakhstan",2003,65.74,NA,164.237,398.511,NA,NA,39.8,NA,30833699702.7594,14909019,41.66827774,NA,"KAZ","Europe & Central Asia","Astana","71.4382","51.1879","Upper middle income","IBRD"
"KZ","Kazakhstan",2002,65.95,NA,166.626,403.046,NA,NA,39.1,NA,24636593223.3467,14858948,31.81171227,NA,"KAZ","Europe & Central Asia","Astana","71.4382","51.1879","Upper middle income","IBRD"
"KZ","Kazakhstan",2015,71.97,NA,107.941,256.281,NA,NA,25.6,NA,184388432148.715,17542806,201.46157837,NA,"KAZ","Europe & Central Asia","Astana","71.4382","51.1879","Upper middle income","IBRD"
"KZ","Kazakhstan",2011,68.69,NA,132.296,321.21,NA,NA,30.4,NA,192626507971.584,16557202,215.21409607,NA,"KAZ","Europe & Central Asia","Astana","71.4382","51.1879","Upper middle income","IBRD"
"LA","Lao PDR",2001,59.372,NA,244.598,292.016,NA,NA,31.7,NA,1768619058.34647,5409584,4.57594395,NA,"LAO","East Asia & Pacific","Vientiane","102.177","18.5826","Lower middle income","IDA"
"LA","Lao PDR",2011,64.797,NA,190.385,233.98,NA,NA,27.8,NA,8749241114.18913,6347564,5.1804781,NA,"LAO","East Asia & Pacific","Vientiane","102.177","18.5826","Lower middle income","IDA"
"LA","Lao PDR",2009,63.797,NA,200.052,243.7,NA,NA,28.8,NA,5832915387.08908,6148621,11.99798489,NA,"LAO","East Asia & Pacific","Vientiane","102.177","18.5826","Lower middle income","IDA"
"LA","Lao PDR",2004,61.065,NA,227.127,272.725,NA,NA,30.5,NA,2366398119.8821,5662199,3.71829581,NA,"LAO","East Asia & Pacific","Vientiane","102.177","18.5826","Lower middle income","IDA"
"LA","Lao PDR",2003,60.502,NA,232.929,279.16,NA,NA,30.8,NA,2023324407.30316,5576640,4.39897776,NA,"LAO","East Asia & Pacific","Vientiane","102.177","18.5826","Lower middle income","IDA"
"LA","Lao PDR",2010,64.306,NA,195.219,238.84,NA,NA,28.3,NA,7127792629.58294,6249168,7.25114822,NA,"LAO","East Asia & Pacific","Vientiane","102.177","18.5826","Lower middle income","IDA"
"LA","Lao PDR",2012,65.267,NA,185.552,229.121,NA,NA,27.4,NA,10191350119.6808,6444527,6.90598059,NA,"LAO","East Asia & Pacific","Vientiane","102.177","18.5826","Lower middle income","IDA"
"LA","Lao PDR",2015,66.546,NA,173.589,217.661,NA,NA,26.8,NA,14390442307.3996,6741160,18.4419899,NA,"LAO","East Asia & Pacific","Vientiane","102.177","18.5826","Lower middle income","IDA"
"LA","Lao PDR",2006,62.182,NA,215.521,259.855,NA,NA,30.2,NA,3452882514.00166,5846075,4.29301071,NA,"LAO","East Asia & Pacific","Vientiane","102.177","18.5826","Lower middle income","IDA"
"LA","Lao PDR",2002,59.937,NA,238.732,285.595,NA,NA,31.1,NA,1758176653.07746,5493247,3.6319046,NA,"LAO","East Asia & Pacific","Vientiane","102.177","18.5826","Lower middle income","IDA"
"LA","Lao PDR",2000,58.803,NA,250.465,298.437,NA,NA,31.6,NA,1731198022.45494,5323701,4.14985657,NA,"LAO","East Asia & Pacific","Vientiane","102.177","18.5826","Lower middle income","IDA"
"LA","Lao PDR",2014,66.144,NA,177.577,221.481,NA,NA,26.9,NA,13268458231.9284,6639763,13.66328144,NA,"LAO","East Asia & Pacific","Vientiane","102.177","18.5826","Lower middle income","IDA"
"LA","Lao PDR",2005,61.625,NA,221.324,266.29,NA,NA,30.4,NA,2735558726.25625,5751675,4.80594254,NA,"LAO","East Asia & Pacific","Vientiane","102.177","18.5826","Lower middle income","IDA"
"LA","Lao PDR",2013,65.717,NA,181.564,225.301,NA,NA,27.1,NA,11942230508.334,6541302,13.01083279,NA,"LAO","East Asia & Pacific","Vientiane","102.177","18.5826","Lower middle income","IDA"
"LA","Lao PDR",2008,63.271,NA,204.886,248.56,NA,NA,29.4,NA,5443915120.50795,6046630,5.04364395,NA,"LAO","East Asia & Pacific","Vientiane","102.177","18.5826","Lower middle income","IDA"
"LA","Lao PDR",2007,62.731,NA,209.719,253.419,NA,NA,29.7,NA,4222962987.53859,5944950,4.56033516,NA,"LAO","East Asia & Pacific","Vientiane","102.177","18.5826","Lower middle income","IDA"
"LB","Lebanon",2005,76.865,NA,67.095,94.935,NA,NA,20.1,NA,21497336498.9718,4698761,132.66943359,NA,"LBN","Middle East & North Africa","Beirut","35.5134","33.8872","Upper middle income","IBRD"
"LB","Lebanon",2015,78.768,NA,50.412,70.223,NA,NA,20.6,NA,49939374832.7031,6532681,292.03289795,NA,"LBN","Middle East & North Africa","Beirut","35.5134","33.8872","Upper middle income","IBRD"
"LB","Lebanon",2014,78.732,NA,51.328,71.755,NA,NA,20.7,NA,48134486624.6103,6261046,302.90536499,NA,"LBN","Middle East & North Africa","Beirut","35.5134","33.8872","Upper middle income","IBRD"
"LB","Lebanon",2002,75.488,NA,77.054,108.215,NA,NA,19.8,NA,19152238805.9701,4182205,137.36950684,NA,"LBN","Middle East & North Africa","Beirut","35.5134","33.8872","Upper middle income","IBRD"
"LB","Lebanon",2013,78.683,NA,52.244,73.288,NA,NA,20.8,NA,46909335135.1244,5913016,298.45947266,NA,"LBN","Middle East & North Africa","Beirut","35.5134","33.8872","Upper middle income","IBRD"
"LB","Lebanon",2001,74.999,NA,81.733,113.38,NA,NA,19.9,NA,17649751243.7811,3990999,150.18778992,NA,"LBN","Middle East & North Africa","Beirut","35.5134","33.8872","Upper middle income","IBRD"
"LB","Lebanon",2004,76.432,NA,70.415,99.362,NA,NA,19.9,NA,21159827992.0398,4569377,137.51187134,NA,"LBN","Middle East & North Africa","Beirut","35.5134","33.8872","Upper middle income","IBRD"
"LB","Lebanon",2007,77.609,NA,60.456,86.082,NA,NA,20.5,NA,24827355014.66,4767347,183.24183655,NA,"LBN","Middle East & North Africa","Beirut","35.5134","33.8872","Upper middle income","IBRD"
"LB","Lebanon",2003,75.969,NA,73.734,103.788,NA,NA,19.8,NA,20082918739.6352,4388378,130.52697754,NA,"LBN","Middle East & North Africa","Beirut","35.5134","33.8872","Upper middle income","IBRD"
"LB","Lebanon",2009,78.161,NA,57.538,81.577,NA,NA,20.7,NA,35399582928.6236,4813026,202.00480652,NA,"LBN","Middle East & North Africa","Beirut","35.5134","33.8872","Upper middle income","IBRD"
"LB","Lebanon",2008,77.911,NA,58.997,83.83,NA,NA,20.6,NA,29118916105.6053,4764745,188.29095459,NA,"LBN","Middle East & North Africa","Beirut","35.5134","33.8872","Upper middle income","IBRD"
"LB","Lebanon",2012,78.611,NA,53.16,74.82,NA,NA,20.8,NA,44035991745.6716,5537620,318.0300293,NA,"LBN","Middle East & North Africa","Beirut","35.5134","33.8872","Upper middle income","IBRD"
"LB","Lebanon",2000,74.507,NA,86.412,118.546,NA,NA,20.2,NA,17260364842.4544,3842774,143.0145874,NA,"LBN","Middle East & North Africa","Beirut","35.5134","33.8872","Upper middle income","IBRD"
"LB","Lebanon",2011,78.507,NA,54.619,77.073,NA,NA,20.8,NA,39927125961.194,5202022,274.92773438,NA,"LBN","Middle East & North Africa","Beirut","35.5134","33.8872","Upper middle income","IBRD"
"LB","Lebanon",2010,78.36,NA,56.078,79.325,NA,NA,20.7,NA,38443907042.3217,4953064,232.90765381,NA,"LBN","Middle East & North Africa","Beirut","35.5134","33.8872","Upper middle income","IBRD"
"LB","Lebanon",2006,77.26,NA,63.776,90.509,NA,NA,20.1,NA,22022709851.5423,4759760,164.33839417,NA,"LBN","Middle East & North Africa","Beirut","35.5134","33.8872","Upper middle income","IBRD"
"LC","St. Lucia",2000,73.319,NA,152.755,202.724,NA,NA,20.3,NA,932592592.592592,156737,99.54814148,NA,"LCA","Latin America & Caribbean","Castries","-60.9832","14","Upper middle income","Blend"
"LC","St. Lucia",2003,73.808,NA,142.01,193.65,NA,NA,19,NA,987407407.407407,160530,100.96889496,NA,"LCA","Latin America & Caribbean","Castries","-60.9832","14","Upper middle income","Blend"
"LC","St. Lucia",2004,73.966,NA,136.727,190.285,NA,NA,18.6,NA,1066666666.66667,161821,103.38596344,NA,"LCA","Latin America & Caribbean","Castries","-60.9832","14","Upper middle income","Blend"
"LC","St. Lucia",2014,75.44,NA,109.202,166.939,NA,NA,17.2,NA,1755130814.81481,178307,187.84519958,NA,"LCA","Latin America & Caribbean","Castries","-60.9832","14","Upper middle income","Blend"
"LC","St. Lucia",2001,73.486,NA,150.024,199.869,NA,NA,20,NA,892592592.592592,158184,100.78651428,NA,"LCA","Latin America & Caribbean","Castries","-60.9832","14","Upper middle income","Blend"
"LC","St. Lucia",2005,74.122,NA,131.444,186.92,NA,NA,18.5,NA,1135555555.55556,163408,111.32440948,NA,"LCA","Latin America & Caribbean","Castries","-60.9832","14","Upper middle income","Blend"
"LC","St. Lucia",2010,74.852,NA,115.55,174.587,NA,NA,17,NA,1486758037.03704,174092,154.6149292,NA,"LCA","Latin America & Caribbean","Castries","-60.9832","14","Upper middle income","Blend"
"LC","St. Lucia",2007,74.426,NA,120.878,180.191,NA,NA,17.7,NA,1336088814.81481,167644,123.66921997,NA,"LCA","Latin America & Caribbean","Castries","-60.9832","14","Upper middle income","Blend"
"LC","St. Lucia",2011,74.993,NA,113.774,172.719,NA,NA,16.5,NA,1576988407.40741,175538,162.30435181,NA,"LCA","Latin America & Caribbean","Castries","-60.9832","14","Upper middle income","Blend"
"LC","St. Lucia",2002,73.648,NA,147.293,197.015,NA,NA,19.1,NA,9e+08,159392,103.2310791,NA,"LCA","Latin America & Caribbean","Castries","-60.9832","14","Upper middle income","Blend"
"LC","St. Lucia",2013,75.286,NA,110.6,168.895,NA,NA,16.9,NA,1664816740.74074,177505,194.08815002,NA,"LCA","Latin America & Caribbean","Castries","-60.9832","14","Upper middle income","Blend"
"LC","St. Lucia",2009,74.712,NA,117.326,176.455,NA,NA,17.2,NA,1401507888.88889,172223,147.63948059,NA,"LCA","Latin America & Caribbean","Castries","-60.9832","14","Upper middle income","Blend"
"LC","St. Lucia",2015,75.596,NA,107.804,164.983,NA,NA,17.3,NA,1808079888.88889,179131,201.02836609,NA,"LCA","Latin America & Caribbean","Castries","-60.9832","14","Upper middle income","Blend"
"LC","St. Lucia",2012,75.138,NA,111.998,170.852,NA,NA,16.8,NA,1605146777.77778,176654,184.48690796,NA,"LCA","Latin America & Caribbean","Castries","-60.9832","14","Upper middle income","Blend"
"LC","St. Lucia",2008,74.571,NA,119.102,178.323,NA,NA,17.7,NA,1437731111.11111,170011,134.71139526,NA,"LCA","Latin America & Caribbean","Castries","-60.9832","14","Upper middle income","Blend"
"LC","St. Lucia",2006,74.276,NA,126.161,183.556,NA,NA,18.4,NA,1268319185.18519,165378,119.56302643,NA,"LCA","Latin America & Caribbean","Castries","-60.9832","14","Upper middle income","Blend"
"LI","Liechtenstein",2007,81.2951219512195,NA,NA,NA,NA,NA,NA,NA,4601299566.81106,35217,NA,NA,"LIE","Europe & Central Asia","Vaduz","9.52148","47.1411","High income","Not classified"
"LI","Liechtenstein",2005,80.6682926829268,NA,NA,NA,NA,NA,NA,NA,3659251525.8593,34718,NA,NA,"LIE","Europe & Central Asia","Vaduz","9.52148","47.1411","High income","Not classified"
"LI","Liechtenstein",2014,82.0731707317073,NA,NA,NA,NA,NA,NA,NA,6657170923.37918,37219,NA,NA,"LIE","Europe & Central Asia","Vaduz","9.52148","47.1411","High income","Not classified"
"LI","Liechtenstein",2009,81.5,NA,NA,NA,NA,NA,NA,NA,4504549214.22663,35723,NA,NA,"LIE","Europe & Central Asia","Vaduz","9.52148","47.1411","High income","Not classified"
"LI","Liechtenstein",2011,81.7926829268293,NA,NA,NA,NA,NA,NA,NA,5739977477.47748,36299,NA,NA,"LIE","Europe & Central Asia","Vaduz","9.52148","47.1411","High income","Not classified"
"LI","Liechtenstein",2006,80.9487804878049,NA,NA,NA,NA,NA,NA,NA,4000239272.61126,34975,NA,NA,"LIE","Europe & Central Asia","Vaduz","9.52148","47.1411","High income","Not classified"
"LI","Liechtenstein",2003,79.9609756097561,NA,NA,NA,NA,NA,NA,NA,3070691319.52179,34172,NA,NA,"LIE","Europe & Central Asia","Vaduz","9.52148","47.1411","High income","Not classified"
"LI","Liechtenstein",2010,81.8414634146342,NA,NA,NA,NA,NA,NA,NA,5082366478.08994,35996,NA,NA,"LIE","Europe & Central Asia","Vaduz","9.52148","47.1411","High income","Not classified"
"LI","Liechtenstein",2015,82.6560975609756,NA,NA,NA,NA,NA,NA,NA,6268391521.19701,37465,NA,NA,"LIE","Europe & Central Asia","Vaduz","9.52148","47.1411","High income","Not classified"
"LI","Liechtenstein",2004,81.7707317073171,NA,NA,NA,NA,NA,NA,NA,3454362685.96703,34444,NA,NA,"LIE","Europe & Central Asia","Vaduz","9.52148","47.1411","High income","Not classified"
"LI","Liechtenstein",2012,82.3829268292683,NA,NA,NA,NA,NA,NA,NA,5456009384.66461,36615,NA,NA,"LIE","Europe & Central Asia","Vaduz","9.52148","47.1411","High income","Not classified"
"LI","Liechtenstein",2013,82.2609756097561,NA,NA,NA,NA,NA,NA,NA,6391735893.83968,36940,NA,NA,"LIE","Europe & Central Asia","Vaduz","9.52148","47.1411","High income","Not classified"
"LI","Liechtenstein",2008,82.6829268292683,NA,NA,NA,NA,NA,NA,NA,5081432924.0144,35469,NA,NA,"LIE","Europe & Central Asia","Vaduz","9.52148","47.1411","High income","Not classified"
"LI","Liechtenstein",2000,76.8268292682927,NA,NA,NA,NA,NA,NA,NA,2483953102.79488,33184,NA,NA,"LIE","Europe & Central Asia","Vaduz","9.52148","47.1411","High income","Not classified"
"LI","Liechtenstein",2002,79.6365853658537,NA,NA,NA,NA,NA,NA,NA,2688630822.53304,33885,NA,NA,"LIE","Europe & Central Asia","Vaduz","9.52148","47.1411","High income","Not classified"
"LI","Liechtenstein",2001,79.2756097560976,NA,NA,NA,NA,NA,NA,NA,2491822706.80256,33543,NA,NA,"LIE","Europe & Central Asia","Vaduz","9.52148","47.1411","High income","Not classified"
"LK","Sri Lanka",2015,76.316,NA,59.541,158.818,NA,NA,14.6,NA,80604080688.5775,20970000,65.92125702,NA,"LKA","South Asia","Colombo","79.8528","6.92148","Upper middle income","IBRD"
"LK","Sri Lanka",2008,75.157,NA,69.76,179.875,NA,NA,16.9,NA,40713812309.7316,19983984,40.15388107,NA,"LKA","South Asia","Colombo","79.8528","6.92148","Upper middle income","IBRD"
"LK","Sri Lanka",2010,75.439,NA,66.69,173.616,NA,NA,17,NA,56725749221.9043,20261738,43.78306198,NA,"LKA","South Asia","Colombo","79.8528","6.92148","Upper middle income","IBRD"
"LK","Sri Lanka",2002,73.085,NA,79.934,200.183,NA,NA,17.7,NA,16536535647.0834,19062476,22.90308952,NA,"LKA","South Asia","Colombo","79.8528","6.92148","Upper middle income","IBRD"
